llavehog,llaveviv,p2_8,folio,viv_sel,hogar,est_dis,upm_dis,fac_hog
638011,63801,2,638,1,1,5,44,882
639051,63905,1,639,5,1,4,10,1404
640021,64002,0,640,2,1,78,979,9207
641021,64102,1,641,2,1,108,1342,3404
642021,64202,1,642,2,1,50,680,4276
643091,64309,0,643,9,1,39,448,4578
644181,64418,2,644,18,1,52,769,1449
645191,64519,2,645,19,1,142,1676,2626
646021,64602,2,646,2,1,54,816,1239
647021,64702,3,647,2,1,119,1416,4593
648021,64802,0,648,2,1,94,1151,720
649021,64902,1,649,2,1,14,148,833
650031,65003,2,650,3,1,30,343,1509
651051,65105,1,651,5,1,98,1195,1209
652031,65203,2,652,3,1,97,1166,1711
653031,65303,1,653,3,1,170,2021,1028
653032,65303,1,653,3,2,170,2021,1028
654031,65403,1,654,3,1,16,162,826
655171,65517,1,655,17,1,37,444,3822
656021,65602,1,656,2,1,72,945,1958
657031,65703,1,657,3,1,120,1424,5239
658051,65805,0,658,5,1,5,42,1088
659031,65903,3,659,3,1,106,1270,3319
660081,66008,1,660,8,1,180,2092,2522
661191,66119,2,661,19,1,57,838,3502
662051,66205,2,662,5,1,44,512,2443
663051,66305,1,663,5,1,29,301,1657
664011,66401,2,664,1,1,97,1164,1770
665041,66504,2,665,4,1,41,471,4775
666061,66606,3,666,6,1,56,833,4741
667181,66718,1,667,18,1,111,1378,4169
668151,66815,0,668,15,1,88,1111,4301
669021,66902,3,669,2,1,92,1131,4532
670191,67019,0,670,19,1,89,1112,3110
671041,67104,2,671,4,1,6,46,1634
672021,67202,3,672,2,1,114,1402,3050
673011,67301,2,673,1,1,91,1122,4192
674011,67401,1,674,1,1,53,778,1314
675081,67508,1,675,8,1,83,1023,11415
676101,67610,1,676,10,1,148,1739,2513
677031,67703,2,677,3,1,49,625,3906
678051,67805,1,678,5,1,144,1692,2663
679011,67901,2,679,1,1,46,542,3385
680041,68004,1,680,4,1,162,1885,1657
681011,68101,1,681,1,1,145,1718,2406
682011,68201,2,682,1,1,97,1171,1518
683031,68303,1,683,3,1,86,1071,12674
684031,68403,1,684,3,1,162,1862,1866
685021,68502,3,685,2,1,98,1192,1313
686081,68608,1,686,8,1,94,1151,720
687051,68705,0,687,5,1,155,1823,414
688031,68803,2,688,3,1,75,963,13690
689171,68917,1,689,17,1,52,772,1285
690051,69005,2,690,5,1,10,116,2816
691021,69102,2,691,2,1,87,1100,11129
692171,69217,1,692,17,1,42,481,3354
693171,69317,1,693,17,1,12,144,592
694191,69419,0,694,19,1,173,2040,4785
695031,69503,2,695,3,1,120,1431,1119
696011,69601,1,696,1,1,14,149,796
697031,69703,1,697,3,1,75,962,15240
698011,69801,0,698,1,1,95,1153,2025
699051,69905,1,699,5,1,139,1645,1196
700051,70005,4,700,5,1,151,1768,2339
701021,70102,2,701,2,1,189,2165,991
702111,70211,2,702,11,1,136,1589,1281
702112,70211,2,702,11,2,136,1589,1281
703021,70302,1,703,2,1,1,2,3475
704051,70405,2,704,5,1,122,1459,760
705021,70502,1,705,2,1,17,196,633
706051,70605,1,706,5,1,170,2022,1015
707011,70701,2,707,1,1,183,2112,2306
708171,70817,2,708,17,1,94,1151,720
709151,70915,1,709,15,1,187,2148,1543
710041,71004,1,710,4,1,20,224,779
711061,71106,3,711,6,1,89,1113,3095
712041,71204,1,712,4,1,50,689,3719
713021,71302,1,713,2,1,107,1300,3331
714071,71407,1,714,7,1,155,1821,1493
715011,71501,2,715,1,1,29,293,1694
716051,71605,1,716,5,1,85,1032,13530
717021,71702,2,717,2,1,41,477,3873
718081,71808,2,718,8,1,12,144,592
719201,71920,1,719,20,1,187,2144,1720
720011,72001,2,720,1,1,108,1351,3297
721011,72101,1,721,1,1,35,426,769
722051,72205,3,722,5,1,6,45,1681
723041,72304,1,723,4,1,162,1904,1534
724051,72405,1,724,5,1,58,852,4802
725011,72501,3,725,1,1,139,1621,1407
726011,72601,2,726,1,1,131,1518,2249
727101,72710,2,727,10,1,70,933,2426
728171,72817,2,728,17,1,159,1844,2105
729021,72902,2,729,2,1,175,2059,5427
730051,73005,3,730,5,1,34,413,135
731151,73115,2,731,15,1,75,964,4181
732201,73220,1,732,20,1,186,2143,1518
733171,73317,0,733,17,1,117,1413,3844
734011,73401,2,734,1,1,132,1542,1617
735031,73503,1,735,3,1,53,786,1242
736041,73604,1,736,4,1,49,669,2198
737051,73705,1,737,5,1,98,1194,1220
738101,73810,2,738,10,1,43,484,2372
739021,73902,2,739,2,1,97,1158,1598
740121,74012,0,740,12,1,39,450,4023
741031,74103,1,741,3,1,30,361,1361
742011,74201,1,742,1,1,44,512,2443
743011,74301,1,743,1,1,16,169,677
744031,74403,2,744,3,1,17,199,609
745021,74502,1,745,2,1,5,41,1110
746011,74601,2,746,1,1,162,1903,1537
747031,74703,1,747,3,1,183,2122,1914
748011,74801,1,748,1,1,64,892,3147
749041,74904,1,749,4,1,154,1815,2566
750051,75005,1,750,5,1,106,1295,995
751051,75105,2,751,5,1,18,214,680
752081,75208,1,752,8,1,8,63,1922
753041,75304,1,753,4,1,85,1052,10908
754151,75415,1,754,15,1,63,886,2839
755021,75502,1,755,2,1,9,91,2460
756031,75603,1,756,3,1,105,1253,2656
757041,75704,4,757,4,1,67,918,1831
758041,75804,1,758,4,1,49,664,2986
759041,75904,4,759,4,1,24,259,719
760011,76001,2,760,1,1,48,571,4158
761051,76105,0,761,5,1,54,808,1307
762051,76205,2,762,5,1,50,761,1061
763011,76301,2,763,1,1,29,315,1574
764011,76401,1,764,1,1,137,1597,1065
765031,76503,3,765,3,1,45,532,2963
766011,76601,3,766,1,1,5,32,1371
767121,76712,0,767,12,1,116,1406,6756
768031,76803,1,768,3,1,48,584,3791
769181,76918,2,769,18,1,180,2091,2598
770071,77007,2,770,7,1,42,480,3631
771021,77102,1,771,2,1,173,2041,4774
772101,77210,1,772,10,1,155,1822,916
773031,77303,0,773,3,1,160,1845,1479
774031,77403,3,774,3,1,122,1459,760
775191,77519,2,775,19,1,117,1410,5193
776151,77615,1,776,15,1,39,453,3363
777021,77702,1,777,2,1,29,296,1685
778031,77803,3,778,3,1,133,1566,1721
779181,77918,2,779,18,1,38,446,6693
780051,78005,1,780,5,1,96,1156,1044
781031,78103,1,781,3,1,95,1154,485
782161,78216,4,782,16,1,109,1373,2841
783031,78303,3,783,3,1,31,370,1942
784021,78402,0,784,2,1,145,1710,2564
785111,78511,1,785,11,1,172,2038,7996
786201,78620,1,786,20,1,115,1405,6115
787021,78702,5,787,2,1,6,56,1243
788021,78802,1,788,2,1,145,1707,2602
789021,78902,5,789,2,1,75,966,3387
790021,79002,1,790,2,1,106,1286,3116
791021,79102,1,791,2,1,132,1550,1443
792041,79204,2,792,4,1,99,1208,1238
793051,79305,1,793,5,1,49,667,2893
794031,79403,0,794,3,1,39,454,3356
795111,79511,1,795,11,1,116,1409,5069
796101,79610,1,796,10,1,96,1156,1044
797041,79704,1,797,4,1,87,1102,9482
798051,79805,2,798,5,1,78,980,9014
799161,79916,2,799,16,1,180,2091,2598
800011,80001,3,800,1,1,102,1220,1416
801031,80103,2,801,3,1,152,1794,2380
802021,80202,1,802,2,1,44,503,2774
803051,80305,1,803,5,1,49,656,3132
804021,80402,2,804,2,1,55,820,1487
805011,80501,3,805,1,1,59,865,5338
806011,80601,2,806,1,1,156,1824,2754
806012,80601,1,806,1,2,156,1824,2754
807041,80704,1,807,4,1,151,1777,2117
808071,80807,2,808,7,1,88,1106,5935
809191,80919,1,809,19,1,123,1461,2454
810121,81012,1,810,12,1,33,394,835
811041,81104,0,811,4,1,122,1449,5146
812051,81205,3,812,5,1,71,934,2679
813031,81303,1,813,3,1,38,446,6693
814051,81405,1,814,5,1,36,441,597
815021,81502,1,815,2,1,131,1528,848
816201,81620,1,816,20,1,19,220,820
817041,81704,1,817,4,1,169,2007,986
818061,81806,1,818,6,1,141,1673,2831
819161,81916,2,819,16,1,67,919,1831
820081,82008,1,820,8,1,137,1597,1065
821011,82101,1,821,1,1,56,832,4770
822191,82219,1,822,19,1,19,221,728
823201,82320,0,823,20,1,179,2090,1761
824021,82402,2,824,2,1,19,220,820
825011,82501,0,825,1,1,163,1924,1839
826011,82601,1,826,1,1,29,303,1637
827151,82715,1,827,15,1,14,148,833
828011,82801,2,828,1,1,151,1774,2152
829141,82914,1,829,14,1,32,391,636
830011,83001,1,830,1,1,18,211,734
831021,83102,0,831,2,1,169,1983,1189
832041,83204,2,832,4,1,23,247,721
833091,83309,2,833,9,1,88,1111,4301
834051,83405,1,834,5,1,55,823,1352
835121,83512,2,835,12,1,21,228,784
836121,83612,1,836,12,1,63,883,3042
837031,83703,0,837,3,1,136,1590,1225
838021,83802,1,838,2,1,133,1564,1797
839161,83916,3,839,16,1,21,229,690
840011,84001,1,840,1,1,79,996,7162
841041,84104,3,841,4,1,137,1600,973
842031,84203,1,842,3,1,108,1345,3363
843031,84303,2,843,3,1,29,302,1646
844051,84405,2,844,5,1,1,3,848
845021,84502,1,845,2,1,107,1315,3121
846091,84609,1,846,9,1,166,1971,658
847011,84701,1,847,1,1,34,401,824
848051,84805,0,848,5,1,31,369,1966
849021,84902,1,849,2,1,97,1181,303
850031,85003,2,850,3,1,182,2102,1987
851021,85102,0,851,2,1,162,1890,1631
852051,85205,1,852,5,1,89,1112,3110
853051,85305,1,853,5,1,85,1039,12518
854041,85404,2,854,4,1,134,1576,1773
855031,85503,0,855,3,1,144,1692,2663
856031,85603,2,856,3,1,49,630,3778
857111,85711,1,857,11,1,43,482,3070
858061,85806,1,858,6,1,137,1596,1073
859101,85910,5,859,10,1,83,1023,11415
859102,85910,2,859,10,2,83,1023,11415
860071,86007,1,860,7,1,52,774,1138
861041,86104,1,861,4,1,68,925,5432
862031,86203,0,862,3,1,31,381,1786
863041,86304,0,863,4,1,163,1930,1776
864011,86401,2,864,1,1,120,1431,1119
865191,86519,1,865,19,1,90,1115,3760
866021,86602,1,866,2,1,110,1377,3890
867051,86705,5,867,5,1,86,1075,11783
868071,86807,2,868,7,1,117,1411,4824
869011,86901,0,869,1,1,66,913,3039
870021,87002,1,870,2,1,109,1372,3454
871011,87101,1,871,1,1,85,1048,11534
872051,87205,1,872,5,1,179,2089,1807
873021,87302,1,873,2,1,50,685,3836
874121,87412,3,874,12,1,71,935,2985
875051,87505,1,875,5,1,87,1098,11415
876021,87602,3,876,2,1,10,114,2830
877021,87702,1,877,2,1,48,584,3791
878031,87803,1,878,3,1,53,777,1333
879011,87901,1,879,1,1,87,1101,9942
880031,88003,1,880,3,1,127,1480,2089
881111,88111,4,881,11,1,88,1106,5935
882031,88203,1,882,3,1,23,234,961
883021,88302,2,883,2,1,139,1628,1338
884041,88404,3,884,4,1,151,1781,2099
885041,88504,0,885,4,1,15,157,654
886011,88601,1,886,1,1,163,1911,2151
887181,88718,4,887,18,1,125,1468,1809
887182,88718,1,887,18,2,125,1468,1809
887183,88718,2,887,18,3,125,1468,1809
888021,88802,1,888,2,1,121,1433,5100
889071,88907,1,889,7,1,43,483,2387
890041,89004,1,890,4,1,126,1470,2278
891041,89104,3,891,4,1,168,1978,1324
892111,89211,2,892,11,1,185,2141,1249
893041,89304,2,893,4,1,36,439,646
894161,89416,1,894,16,1,167,1974,661
895091,89509,2,895,9,1,173,2039,5218
896051,89605,2,896,5,1,44,499,2863
897021,89702,1,897,2,1,97,1163,1783
898031,89803,2,898,3,1,107,1324,3029
899051,89905,2,899,5,1,78,982,8224
900031,90003,2,900,3,1,91,1122,4192
901031,90103,2,901,3,1,49,638,3604
902021,90202,2,902,2,1,183,2113,2189
903101,90310,0,903,10,1,187,2144,1720
904041,90404,1,904,4,1,69,930,1984
905051,90505,3,905,5,1,145,1704,2651
906051,90605,2,906,5,1,5,40,1118
907021,90702,1,907,2,1,34,404,786
908051,90805,3,908,5,1,132,1548,1458
909031,90903,0,909,3,1,29,309,1601
910191,91019,3,910,19,1,166,1971,658
911131,91113,1,911,13,1,172,2036,8005
912031,91203,0,912,3,1,31,388,1595
913031,91303,1,913,3,1,150,1762,2283
914111,91411,1,914,11,1,172,2037,7996
915051,91505,3,915,5,1,49,642,3521
916011,91601,2,916,1,1,37,442,5052
917041,91704,1,917,4,1,85,1062,3180
918041,91804,2,918,4,1,48,582,3890
919041,91904,3,919,4,1,31,386,1676
920021,92002,2,920,2,1,10,111,2857
921031,92103,0,921,3,1,108,1352,3292
922131,92213,2,922,13,1,153,1811,2396
923021,92302,1,923,2,1,160,1847,1348
924021,92402,1,924,2,1,18,216,658
925041,92504,2,925,4,1,156,1831,1596
926191,92619,2,926,19,1,12,143,609
927161,92716,1,927,16,1,26,273,1479
928021,92802,0,928,2,1,32,391,636
929041,92904,1,929,4,1,138,1610,1269
930021,93002,1,930,2,1,108,1347,3354
931141,93114,2,931,14,1,155,1820,1502
932041,93204,2,932,4,1,41,473,4296
933171,93317,2,933,17,1,20,222,977
934021,93402,2,934,2,1,49,609,4460
935051,93505,1,935,5,1,91,1122,4192
936051,93605,2,936,5,1,162,1866,1814
937021,93702,1,937,2,1,52,769,1449
938041,93804,2,938,4,1,160,1848,1343
939131,93913,1,939,13,1,180,2092,2522
940181,94018,1,940,18,1,90,1114,10379
941021,94102,0,941,2,1,187,2147,1565
942021,94202,1,942,2,1,49,621,4008
943021,94302,1,943,2,1,30,344,1491
944111,94411,1,944,11,1,32,393,610
945161,94516,0,945,16,1,149,1742,1939
946051,94605,1,946,5,1,21,226,887
947041,94704,3,947,4,1,151,1770,2206
948021,94802,3,948,2,1,29,284,1820
949171,94917,2,949,17,1,187,2149,1504
950121,95012,1,950,12,1,129,1513,2829
951081,95108,3,951,8,1,129,1513,2829
952031,95203,1,952,3,1,5,33,1371
953031,95303,0,953,3,1,64,894,2202
954141,95414,1,954,14,1,136,1591,1218
955051,95505,2,955,5,1,181,2093,2816
956091,95609,1,956,9,1,143,1679,2282
957091,95709,1,957,9,1,67,919,1831
958191,95819,1,958,19,1,172,2036,8005
959051,95905,2,959,5,1,135,1585,1797
960131,96013,1,960,13,1,187,2145,1691
961051,96105,1,961,5,1,139,1639,1253
962071,96207,2,962,7,1,179,2087,1839
963011,96301,4,963,1,1,169,2000,1024
964041,96404,1,964,4,1,98,1185,1596
965081,96508,2,965,8,1,135,1583,1844
966011,96601,1,966,1,1,29,283,1835
967051,96705,1,967,5,1,63,886,2839
968051,96805,2,968,5,1,107,1328,2819
969011,96901,2,969,1,1,79,989,8822
970041,97004,0,970,4,1,97,1162,1831
971031,97103,2,971,3,1,28,278,1371
972141,97214,0,972,14,1,111,1379,3848
973021,97302,0,973,2,1,184,2125,3586
974041,97404,0,974,4,1,176,2067,6883
975011,97501,1,975,1,1,9,89,2560
976101,97610,1,976,10,1,62,879,3249
977011,97701,0,977,1,1,189,2161,1175
978041,97804,1,978,4,1,85,1033,13434
979021,97902,1,979,2,1,36,435,677
980051,98005,4,980,5,1,169,1988,1121
981011,98101,0,981,1,1,183,2123,1910
982181,98218,1,982,18,1,7,61,3848
983031,98303,1,983,3,1,131,1524,1703
984141,98414,0,984,14,1,160,1847,1348
985011,98501,1,985,1,1,24,261,653
986041,98604,1,986,4,1,122,1456,3365
987131,98713,2,987,13,1,185,2139,1468
988011,98801,2,988,1,1,74,957,2792
989141,98914,2,989,14,1,137,1596,1073
990181,99018,2,990,18,1,52,774,1138
991051,99105,3,991,5,1,115,1405,6115
992161,99216,0,992,16,1,62,880,3244
993011,99301,3,993,1,1,48,576,3999
994011,99401,2,994,1,1,126,1472,2162
995021,99502,1,995,2,1,10,109,2930
996041,99604,1,996,4,1,121,1444,3619
996042,99604,1,996,4,2,121,1444,3619
997021,99702,2,997,2,1,40,459,4568
998121,99812,0,998,12,1,57,835,5223
999161,99916,3,999,16,1,105,1254,2584
1000181,100018,2,1000,18,1,71,936,2779
1001171,100117,1,1001,17,1,77,970,8757
1002041,100204,1,1002,4,1,64,893,2857
1003131,100313,1,1003,13,1,38,445,7240
1004041,100404,1,1004,4,1,31,375,1829
1004042,100404,1,1004,4,2,31,375,1829
1005011,100501,2,1005,1,1,30,358,1424
1006041,100604,1,1006,4,1,163,1914,2052
1007021,100702,1,1007,2,1,96,1156,1044
1008081,100808,1,1008,8,1,28,278,1371
1009051,100905,0,1009,5,1,158,1841,3131
1010051,101005,2,1010,5,1,29,305,1617
1011131,101113,0,1011,13,1,111,1383,3212
1012071,101207,0,1012,7,1,33,395,576
1013041,101304,1,1013,4,1,50,752,2069
1014021,101402,2,1014,2,1,79,988,9068
1015011,101501,3,1015,1,1,167,1973,2789
1016161,101616,1,1016,16,1,154,1817,2285
1017041,101704,0,1017,4,1,4,10,1404
1018031,101803,3,1018,3,1,45,520,3304
1019131,101913,1,1019,13,1,21,229,690
1020051,102005,1,1020,5,1,106,1259,3653
1021011,102101,1,1021,1,1,29,321,1463
1022031,102203,0,1022,3,1,72,941,2736
1023051,102305,1,1023,5,1,53,788,1232
1024051,102405,2,1024,5,1,91,1125,3945
1025051,102505,2,1025,5,1,163,1915,2011
1026141,102614,1,1026,14,1,137,1598,1015
1027061,102706,3,1027,6,1,21,225,1029
1028091,102809,1,1028,9,1,8,63,1922
1029011,102901,1,1029,1,1,113,1388,3090
1030031,103003,2,1030,3,1,159,1844,2105
1031011,103101,0,1031,1,1,146,1734,1558
1032041,103204,2,1032,4,1,132,1544,1573
1033031,103303,0,1033,3,1,52,774,1138
1034051,103405,2,1034,5,1,85,1051,11199
1035031,103503,1,1035,3,1,169,2010,886
1036011,103601,2,1036,1,1,49,612,4271
1037051,103705,1,1037,5,1,145,1714,2478
1038081,103808,1,1038,8,1,187,2149,1504
1039151,103915,1,1039,15,1,136,1590,1225
1040021,104002,1,1040,2,1,133,1565,1745
1041051,104105,2,1041,5,1,145,1700,2768
1042101,104210,1,1042,10,1,109,1372,3454
1043191,104319,3,1043,19,1,12,144,592
1044091,104409,1,1044,9,1,137,1595,1121
1045021,104502,3,1045,2,1,132,1536,1748
1046041,104604,2,1046,4,1,45,528,3033
1047011,104701,1,1047,1,1,94,1143,3880
1048041,104804,4,1048,4,1,156,1833,1587
1049051,104905,2,1049,5,1,114,1402,3050
1050051,105005,1,1050,5,1,86,1078,10950
1051131,105113,1,1051,13,1,155,1818,1651
1052161,105216,2,1052,16,1,186,2143,1518
1053061,105306,1,1053,6,1,39,454,3356
1054031,105403,2,1054,3,1,40,467,3899
1055021,105502,1,1055,2,1,48,580,3906
1056191,105619,1,1056,19,1,81,1018,5909
1057021,105702,5,1057,2,1,44,502,2777
1058021,105802,0,1058,2,1,177,2083,8108
1059021,105902,2,1059,2,1,132,1545,1545
1060161,106016,2,1060,16,1,116,1406,6756
1061011,106101,4,1061,1,1,11,128,3011
1062071,106207,1,1062,7,1,155,1823,414
1063031,106303,3,1063,3,1,163,1912,2138
1064201,106420,2,1064,20,1,125,1468,1809
1065191,106519,1,1065,19,1,109,1372,3454
1066011,106601,1,1066,1,1,86,1089,2758
1067021,106702,1,1067,2,1,9,77,3152
1068051,106805,1,1068,5,1,97,1165,1754
1069141,106914,0,1069,14,1,77,969,10589
1070011,107001,1,1070,1,1,179,2088,1811
1071041,107104,4,1071,4,1,86,1075,11783
1072041,107204,1,1072,4,1,134,1578,1565
1073021,107302,2,1073,2,1,128,1501,2174
1074051,107405,3,1074,5,1,50,728,3027
1075031,107503,1,1075,3,1,134,1580,1129
1076031,107603,3,1076,3,1,29,282,1851
1077011,107701,1,1077,1,1,151,1766,2503
1078041,107804,2,1078,4,1,35,432,683
1079151,107915,2,1079,15,1,101,1216,1115
1080011,108001,0,1080,1,1,50,746,2395
1081201,108120,1,1081,20,1,75,965,3506
1082201,108220,1,1082,20,1,105,1254,2584
1083131,108313,0,1083,13,1,160,1847,1348
1084021,108402,1,1084,2,1,183,2123,1910
1085051,108505,1,1085,5,1,18,203,822
1086051,108605,2,1086,5,1,132,1533,1859
1087091,108709,2,1087,9,1,19,221,728
1088151,108815,2,1088,15,1,123,1461,2454
1089011,108901,2,1089,1,1,52,769,1449
1090021,109002,3,1090,2,1,132,1552,1391
1091101,109110,2,1091,10,1,135,1587,1397
1092081,109208,3,1092,8,1,179,2089,1807
1093201,109320,1,1093,20,1,70,931,3702
1094101,109410,1,1094,10,1,39,455,3338
1095041,109504,1,1095,4,1,169,1987,1155
1096141,109614,2,1096,14,1,149,1740,2152
1097201,109720,1,1097,20,1,57,835,5223
1098041,109804,3,1098,4,1,34,412,707
1099031,109903,1,1099,3,1,53,783,1277
1100051,110005,1,1100,5,1,98,1200,820
1101171,110117,0,1101,17,1,56,830,5624
1102021,110202,1,1102,2,1,131,1519,2214
1103011,110301,1,1103,1,1,86,1068,12827
1104011,110401,1,1104,1,1,109,1373,2841
1105011,110501,1,1105,1,1,49,672,1906
1106101,110610,3,1106,10,1,166,1971,658
1107141,110714,1,1107,14,1,178,2085,2014
1108191,110819,2,1108,19,1,148,1739,2513
1109081,110908,1,1109,8,1,33,395,576
1110061,111006,1,1110,6,1,116,1407,6595
1111191,111119,0,1111,19,1,112,1387,3229
1112121,111212,1,1112,12,1,153,1813,2357
1113041,111304,0,1113,4,1,122,1455,4160
1114081,111408,2,1114,8,1,185,2140,1353
1115161,111516,1,1115,16,1,21,228,784
1116011,111601,1,1116,1,1,106,1293,2525
1117021,111702,1,1117,2,1,60,871,7159
1118131,111813,2,1118,13,1,141,1674,2757
1119191,111919,0,1119,19,1,90,1116,3460
1120041,112004,2,1120,4,1,67,917,1831
1121181,112118,0,1121,18,1,39,448,4578
1122021,112202,1,1122,2,1,169,1999,1031
1123041,112304,4,1123,4,1,48,600,2328
1124101,112410,2,1124,10,1,88,1109,4626
1125011,112501,1,1125,1,1,25,269,771
1126031,112603,2,1126,3,1,49,672,1906
1127161,112716,1,1127,16,1,173,2044,4268
1128041,112804,0,1128,4,1,49,637,3623
1129071,112907,1,1129,7,1,39,454,3356
1130011,113001,4,1130,1,1,106,1276,3217
1131081,113108,0,1131,8,1,90,1117,3299
1132011,113201,2,1132,1,1,121,1438,4413
1133011,113301,2,1133,1,1,51,765,1494
1134021,113402,2,1134,2,1,154,1814,2660
1135181,113518,0,1135,18,1,39,447,4920
1136051,113605,4,1136,5,1,107,1327,2924
1137011,113701,2,1137,1,1,102,1223,1242
1138121,113812,2,1138,12,1,185,2139,1468
1139071,113907,2,1139,7,1,28,279,1313
1140051,114005,1,1140,5,1,131,1526,1205
1141141,114114,1,1141,14,1,88,1108,4784
1142041,114204,3,1142,4,1,163,1944,1681
1143011,114301,2,1143,1,1,109,1371,10690
1144031,114403,2,1144,3,1,15,155,720
1145051,114505,2,1145,5,1,132,1529,2051
1146011,114601,2,1146,1,1,178,2084,2239
1147021,114702,1,1147,2,1,10,102,3128
1148031,114803,1,1148,3,1,189,2158,1225
1149041,114904,1,1149,4,1,81,1017,6441
1150041,115004,0,1150,4,1,162,1881,1684
1151161,115116,3,1151,16,1,160,1847,1348
1152041,115204,1,1152,4,1,101,1217,1108
1153041,115304,2,1153,4,1,143,1679,2282
1154081,115408,1,1154,8,1,68,927,1392
1155011,115501,2,1155,1,1,76,967,28513
1156031,115603,3,1156,3,1,6,56,1243
1157021,115702,0,1157,2,1,151,1782,2050
1158021,115802,2,1158,2,1,44,507,2734
1159041,115904,1,1159,4,1,128,1497,2392
1160201,116020,1,1160,20,1,154,1817,2285
1161201,116120,2,1161,20,1,101,1219,985
1162071,116207,2,1162,7,1,71,936,2779
1163051,116305,2,1163,5,1,42,481,3354
1164021,116402,2,1164,2,1,50,687,3768
1165081,116508,0,1165,8,1,39,452,3699
1166031,116603,1,1166,3,1,132,1535,1754
1167181,116718,1,1167,18,1,63,886,2839
1168031,116803,1,1168,3,1,134,1572,2084
1169151,116915,1,1169,15,1,26,272,1902
1170011,117001,2,1170,1,1,49,627,3808
1171071,117107,1,1171,7,1,19,220,820
1172031,117203,1,1172,3,1,78,972,11513
1173041,117304,1,1173,4,1,111,1383,3212
1174011,117401,2,1174,1,1,120,1429,4036
1175021,117502,2,1175,2,1,48,585,3733
1176011,117601,2,1176,1,1,139,1643,1214
1177201,117720,1,1177,20,1,160,1847,1348
1178151,117815,1,1178,15,1,26,273,1479
1179041,117904,1,1179,4,1,107,1328,2819
1180051,118005,1,1180,5,1,116,1407,6595
1181041,118104,2,1181,4,1,91,1124,3957
1182101,118210,1,1182,10,1,136,1590,1225
1183021,118302,2,1183,2,1,50,724,3172
1184011,118401,3,1184,1,1,4,26,1132
1185031,118503,4,1185,3,1,184,2134,2491
1186041,118604,1,1186,4,1,86,1080,10183
1187031,118703,1,1187,3,1,113,1392,3160
1188021,118802,1,1188,2,1,81,1018,5909
1189041,118904,1,1189,4,1,114,1398,4060
1190011,119001,2,1190,1,1,49,657,3118
1191041,119104,2,1191,4,1,29,285,1799
1192041,119204,1,1192,4,1,58,842,5870
1193051,119305,1,1193,5,1,51,765,1494
1194141,119414,1,1194,14,1,67,921,1645
1195041,119504,1,1195,4,1,127,1488,1944
1196051,119605,1,1196,5,1,48,598,2860
1197041,119704,1,1197,4,1,111,1384,3206
1198081,119808,2,1198,8,1,81,1018,5909
1199031,119903,1,1199,3,1,128,1495,2148
1200051,120005,1,1200,5,1,14,148,833
1201011,120101,1,1201,1,1,139,1634,1295
1202051,120205,2,1202,5,1,11,131,2945
1203041,120304,3,1203,4,1,18,202,960
1204141,120414,1,1204,14,1,32,393,610
1205041,120504,3,1205,4,1,162,1875,1725
1206081,120608,0,1206,8,1,13,146,496
1207031,120703,0,1207,3,1,163,1920,1873
1208111,120811,1,1208,11,1,90,1116,3460
1209011,120901,2,1209,1,1,107,1311,3189
1210031,121003,0,1210,3,1,46,555,1050
1211201,121120,1,1211,20,1,187,2148,1543
1212041,121204,1,1212,4,1,175,2064,4903
1213201,121320,3,1213,20,1,111,1378,4169
1214191,121419,2,1214,19,1,185,2140,1353
1215021,121502,4,1215,2,1,89,1113,3095
1216021,121602,4,1216,2,1,94,1150,839
1217151,121715,2,1217,15,1,129,1513,2829
