llaveviv,p0_1,p0_2,p0_3,p0_4_1,p0_4_1a,p0_4_2,p0_4_2a,p1_1,p1_2,p1_3,folio,viv_sel,ent,tloc,region,est_dis,upm_dis,fac_viv
590119,1,1,0,2,,2,,3,1,,5901,19,20,3,6,109,1373,2841
590216,1,2,1,2,,2,,5,1,,5902,16,30,3,5,172,2037,7808
590302,2,3,1,2,,2,,2,1,,5903,2,27,3,6,156,1825,2210
590411,2,3,1,2,,1,1,2,1,,5904,11,31,4,6,180,2091,2598
590503,2,3,1,2,,2,,5,1,,5905,3,16,3,3,88,1111,4301
590613,4,6,2,2,,1,1,1,1,,5906,13,24,4,2,137,1595,1121
590716,1,2,0,1,1,1,1,3,1,,5907,16,11,3,3,56,830,5624
590807,1,1,0,2,,2,,1,1,,5908,7,28,3,2,159,1844,2105
590905,2,6,1,1,1,1,1,2,1,,5909,5,22,1,3,128,1498,2320
591017,3,4,1,2,,1,1,3,1,,5910,17,15,3,5,81,1017,6441
591103,3,4,1,1,1,1,1,5,1,,5911,3,3,1,1,18,209,732
591209,2,3,0,2,,1,1,5,1,,5912,9,30,4,5,173,2041,4774
591304,3,4,1,2,,2,,6,1,,5913,4,18,1,3,103,1231,1105
591404,2,3,1,1,1,2,,3,1,,5914,4,17,4,5,96,1155,3604
591511,1,9,2,1,2,1,1,1,1,,5915,11,15,3,5,81,1018,5909
591601,1,5,2,1,1,1,1,3,1,,5916,1,5,1,2,31,374,1832
591705,3,4,1,2,,2,,3,1,,5917,5,29,2,5,169,2004,991
591803,2,2,2,1,1,1,1,2,1,,5918,3,28,1,2,162,1892,1614
591905,2,3,1,1,1,1,1,4,1,,5919,5,11,1,3,59,868,4829
592004,1,3,0,2,,2,,1,1,,5920,4,29,3,5,166,1967,2601
592101,4,5,3,1,2,1,1,6,1,,5921,1,32,1,3,190,2171,1808
592202,2,4,1,1,2,1,1,6,1,,5922,2,26,2,1,147,1737,2630
592303,2,3,1,2,,1,1,2,1,,5923,3,16,1,3,92,1133,4201
592415,2,3,1,1,1,1,1,6,1,,5924,15,19,2,2,105,1251,2799
592517,2,3,1,1,1,1,1,5,1,,5925,17,8,4,1,43,484,2372
592601,3,5,1,2,,1,1,5,1,,5926,1,12,1,6,66,907,4473
592701,3,4,1,1,1,1,1,3,1,,5927,1,26,1,1,151,1777,2117
592803,2,3,0,1,1,2,,4,1,,5928,3,15,3,5,85,1027,15661
592906,4,5,2,1,1,1,1,7,1,,5929,6,21,3,5,116,1408,6402
593002,3,7,2,1,1,1,1,6,1,,5930,2,29,3,5,166,1967,2601
593101,2,2,2,1,1,1,2,2,1,,5931,1,27,3,6,156,1825,2210
593204,1,4,0,2,,2,,1,1,,5932,4,24,4,2,136,1589,1281
593316,3,7,1,2,,2,,6,1,,5933,16,6,2,3,32,390,691
593401,1,4,2,1,1,1,1,3,1,,5934,1,28,1,2,163,1917,1896
593514,2,4,1,1,1,2,,2,1,,5935,14,26,4,1,149,1742,1939
593602,1,2,0,2,,2,,4,1,,5936,2,16,1,3,91,1121,4338
593711,1,2,0,2,,2,,1,1,,5937,11,20,4,6,111,1381,3504
593809,1,8,2,2,,1,1,4,1,,5938,9,18,4,3,101,1215,1128
593903,3,4,1,2,,1,1,4,1,,5939,3,15,3,5,85,1053,10752
594003,3,6,2,1,2,1,1,4,1,,5940,3,17,1,5,98,1189,1386
594103,2,4,1,2,,2,,1,1,,5941,3,21,2,5,121,1433,5100
594202,1,3,1,2,,1,1,3,1,,5942,2,21,1,5,120,1427,4872
594318,2,3,1,1,1,1,1,2,1,,5943,18,28,3,2,159,1844,2105
594414,2,5,2,1,2,1,1,3,1,,5944,14,14,2,3,75,966,3387
594510,2,3,1,1,1,1,1,2,1,,5945,10,5,2,2,26,274,1433
594605,2,3,1,1,1,1,1,7,1,,5946,5,19,2,2,105,1253,2656
594703,3,5,3,1,1,1,1,5,1,,5947,3,19,1,2,108,1334,3752
594811,2,3,1,2,,1,1,3,1,,5948,11,18,2,3,100,1209,1651
594903,3,5,1,1,1,1,1,4,1,,5949,3,5,1,2,30,362,1346
595001,3,6,2,1,1,1,1,3,1,,5950,1,21,4,5,118,1415,5024
595101,2,3,0,2,,2,,5,1,,5951,1,24,3,2,135,1584,1829
595208,1,2,1,2,,2,,1,1,,5952,8,18,2,3,100,1213,1488
595304,3,3,2,1,1,1,1,4,1,,5953,4,28,1,2,162,1855,1979
595403,1,2,0,2,,1,1,4,1,,5954,3,4,3,6,20,222,977
595504,1,2,1,2,,1,1,2,1,,5955,4,23,1,6,132,1542,1617
595613,1,5,1,2,,1,1,5,1,,5956,13,14,2,3,76,968,7378
595708,2,4,1,2,,2,,3,1,,5957,8,16,4,3,90,1116,3460
595801,4,5,1,1,1,1,1,5,1,,5958,1,32,1,3,189,2158,1225
595902,3,8,3,1,1,1,1,3,1,,5959,2,17,3,5,94,1144,3844
596002,2,3,1,2,,1,1,2,1,,5960,2,28,1,2,163,1944,1660
596103,3,4,1,2,,1,1,1,1,,5961,3,28,1,2,162,1895,1601
596202,2,2,1,1,1,1,1,4,1,,5962,2,4,1,6,23,236,847
596310,2,3,1,2,,2,,1,1,,5963,10,18,4,3,101,1217,1108
596402,1,2,1,2,,1,1,4,1,,5964,2,30,1,5,176,2074,5687
596509,2,3,1,1,1,1,1,4,1,,5965,9,24,4,2,137,1600,973
596605,3,4,0,1,1,1,1,9,1,,5966,5,14,1,3,78,975,10894
596707,2,4,2,2,,2,,2,1,,5967,7,32,4,3,187,2148,1543
596801,2,4,1,1,1,1,1,6,1,,5968,1,28,1,2,162,1894,1604
596904,1,2,1,2,,1,1,1,1,,5969,4,23,1,6,133,1562,1817
597001,3,5,1,1,1,1,1,3,1,,5970,1,26,1,1,151,1790,1603
597114,2,5,0,2,,1,2,3,1,,5971,14,21,4,5,118,1414,5277
597205,1,2,2,1,1,1,1,3,1,,5972,5,7,1,6,40,464,4020
597305,3,5,1,1,1,1,1,3,1,,5973,5,32,1,3,189,2166,916
597410,2,4,1,2,,1,1,2,1,,5974,10,16,3,3,88,1107,4964
597509,2,3,1,1,1,1,2,4,1,,5975,9,22,3,3,123,1462,2245
597604,3,5,0,1,1,1,1,3,1,,5976,4,15,4,5,83,1024,5447
597706,1,2,0,1,1,2,,7,1,,5977,6,12,4,6,63,886,2839
597816,2,3,0,2,,1,1,4,1,,5978,16,4,3,6,19,221,707
597904,3,6,1,1,1,1,1,4,1,,5979,4,16,1,3,92,1135,3838
598018,1,1,2,1,1,1,1,3,1,,5980,18,20,3,6,109,1374,2508
598113,1,4,2,1,1,1,1,2,1,,5981,13,5,2,2,27,276,1431
598203,2,4,1,2,,2,,5,1,,5982,3,13,3,5,67,915,1831
598303,2,8,3,1,1,1,1,3,1,,5983,3,28,1,2,162,1883,1669
598403,1,3,1,1,1,1,1,1,1,,5984,3,19,2,2,108,1339,3400
598502,2,4,1,2,,2,,3,1,,5985,2,28,4,2,160,1848,1343
598601,2,3,1,2,,1,1,3,1,,5986,1,19,2,2,105,1248,2799
598703,2,4,1,1,1,1,1,4,1,,5987,3,28,1,2,163,1934,1733
598802,2,3,1,1,2,2,,8,1,,5988,2,29,3,5,166,1970,682
598910,3,4,1,2,,1,2,5,1,,5989,10,12,4,6,63,888,2579
599003,2,3,1,2,,2,,1,1,,5990,3,29,4,5,167,1973,2789
599102,2,3,1,1,1,1,1,5,1,,5991,2,9,1,4,48,595,3299
599203,4,7,3,1,1,1,1,6,1,,5992,3,12,1,6,65,898,3065
599302,2,3,2,2,,1,1,5,1,,5993,2,3,1,1,15,156,646
599404,1,3,1,2,,1,1,1,1,,5994,4,29,3,5,169,1986,1167
599504,1,2,1,2,,1,1,1,1,,5995,4,3,1,1,17,195,620
599617,2,5,0,2,,1,2,2,1,,5996,17,30,4,5,173,2042,4624
599703,2,4,0,2,,2,,1,1,,5997,3,29,3,5,171,2032,830
599808,2,3,1,1,1,1,1,5,1,,5998,8,15,3,5,81,1017,6441
599904,1,2,0,1,1,1,1,6,1,,5999,4,8,1,1,44,507,2734
600004,2,3,1,2,,1,1,1,1,,6000,4,4,1,6,24,257,781
600105,1,4,1,1,1,1,1,1,1,,6001,5,3,3,1,13,146,496
600202,3,6,2,1,1,1,1,4,1,,6002,2,15,1,5,86,1070,12734
600313,2,4,1,1,1,1,1,3,1,,6003,13,10,3,1,51,765,1494
600404,1,3,1,1,1,1,1,2,1,,6004,4,1,1,3,4,15,1335
600502,1,3,1,2,,1,1,1,1,,6005,2,27,2,6,153,1807,2589
600603,2,3,1,2,,2,,3,1,,6006,3,7,4,6,40,470,2286
600705,2,5,2,1,2,1,1,5,1,,6007,5,22,1,3,128,1506,2031
600804,3,5,1,1,2,1,1,4,1,,6008,4,14,1,3,79,987,9142
600901,3,5,1,2,,2,,5,1,,6009,1,1,3,3,1,1,3781
601010,2,4,1,2,,1,1,4,1,,6010,10,13,4,5,71,939,2376
601105,2,4,1,2,,2,,2,1,,6011,5,14,1,3,78,972,11513
601202,1,3,2,2,,1,1,2,1,,6012,2,1,1,3,5,33,1371
601305,3,5,2,1,1,1,1,2,1,,6013,5,9,1,4,49,619,4117
601402,2,2,0,2,,2,,1,1,,6014,2,12,1,6,65,901,2886
601509,3,5,1,2,,1,2,7,1,,6015,9,21,4,5,118,1415,5024
601611,3,3,2,1,1,1,1,3,1,,6016,11,26,2,1,147,1736,2632
601716,1,2,1,2,,2,,1,1,,6017,16,18,3,3,100,1210,1538
601814,1,3,1,2,,1,1,2,1,,6018,14,24,4,2,137,1597,1065
601911,1,1,1,1,1,1,1,5,1,,6019,11,27,4,6,154,1816,2554
602002,1,1,1,2,,1,1,4,1,,6020,2,3,1,1,16,178,573
602115,2,4,0,2,,2,,3,1,,6021,15,20,4,6,111,1381,3504
602204,3,4,1,2,,2,,3,1,,6022,4,27,3,6,153,1808,2893
602301,2,3,1,2,,1,1,4,1,,6023,1,2,1,1,9,85,2808
602417,3,5,1,2,,1,1,4,1,,6024,17,1,2,3,2,6,392
602501,2,3,1,2,,1,1,4,1,,6025,1,28,1,2,162,1882,1669
602616,2,3,1,2,,1,1,5,1,,6026,16,13,2,5,67,918,1831
602701,1,2,1,1,1,1,1,2,1,,6027,1,26,1,1,150,1743,3025
602801,2,3,1,2,,1,1,6,2,2,6028,1,18,1,3,102,1221,1303
602901,2,3,1,2,,1,1,2,1,,6029,1,26,1,1,151,1770,2206
603011,2,4,2,1,1,2,,5,1,,6030,11,16,3,3,88,1111,4301
603102,2,3,1,1,1,1,1,5,1,,6031,2,17,3,5,94,1148,943
603213,2,5,1,2,,2,,1,1,,6032,13,5,2,2,27,275,1555
603317,1,2,1,2,,2,,1,1,,6033,17,13,3,5,67,921,1645
603410,3,7,1,1,1,1,1,6,1,,6034,10,5,3,2,26,272,1902
603518,1,2,1,2,,1,1,3,1,,6035,18,30,2,5,172,2035,8713
603604,2,3,1,1,2,1,1,5,1,,6036,4,26,1,1,150,1760,2425
603703,1,3,1,1,1,1,1,3,1,,6037,3,9,1,4,49,642,3521
603802,1,1,1,2,,1,1,1,1,,6038,2,23,1,6,132,1558,858
603905,1,2,1,1,2,1,1,2,1,,6039,5,2,1,1,11,125,3058
604002,2,3,1,1,1,1,1,3,1,,6040,2,6,4,3,33,394,835
604102,2,6,1,2,,2,,1,1,,6041,2,3,1,1,18,211,714
604202,4,9,2,1,1,1,1,2,1,,6042,2,8,1,1,45,526,3056
604305,1,2,0,2,,2,,1,1,,6043,5,11,1,3,58,856,4097
604420,3,7,1,1,1,1,1,2,1,,6044,20,10,4,1,52,774,1138
604502,3,5,2,1,2,1,1,3,1,,6045,2,30,1,5,176,2069,6493
604604,1,3,1,2,,1,1,1,1,,6046,4,19,1,2,106,1266,3387
604701,3,5,1,1,1,1,1,2,1,,6047,1,1,1,3,5,29,1442
604812,3,5,1,1,2,1,1,5,1,,6048,12,22,3,3,123,1462,2245
604908,1,4,2,1,1,1,1,2,1,,6049,8,25,4,1,143,1679,2282
605002,1,1,1,2,,1,2,2,1,,6050,2,6,1,3,34,409,731
605101,2,4,4,1,2,1,1,5,1,,6051,1,4,1,6,23,246,730
605203,2,4,1,1,1,1,1,4,1,,6052,3,10,1,1,54,798,1396
605305,2,4,2,1,1,1,1,3,1,,6053,5,9,1,4,49,632,3741
605417,1,2,1,2,,1,1,3,1,,6054,17,30,4,5,174,2045,5770
605503,3,7,1,1,1,1,1,3,1,,6055,3,30,2,5,176,2075,5611
605615,2,3,3,1,1,1,1,2,1,,6056,15,7,2,6,37,444,3822
605705,3,5,1,1,2,1,1,2,1,,6057,5,24,4,2,137,1599,1009
605804,2,3,1,2,,1,1,5,1,,6058,4,27,2,6,153,1807,2589
605904,2,4,1,2,,1,1,2,1,,6059,4,8,1,1,45,537,383
606001,2,3,1,1,1,2,,2,1,,6060,1,28,1,2,162,1853,2088
606108,3,4,1,2,,1,1,6,1,,6061,8,27,4,6,155,1820,1502
606201,2,3,1,1,1,1,1,3,1,,6062,1,9,1,4,49,635,3655
606304,4,7,2,1,3,1,1,2,1,,6063,4,8,1,1,44,494,3005
606401,1,4,1,2,,1,1,2,1,,6064,1,26,1,1,150,1763,2272
606502,2,2,1,2,,2,,4,1,,6065,2,19,2,2,106,1259,3653
606616,1,3,0,2,,2,,4,1,,6066,16,7,4,6,39,456,3330
606711,1,5,1,1,1,1,1,5,1,,6067,11,27,3,6,153,1809,2602
606803,2,4,1,2,,1,1,3,1,,6068,3,23,1,6,133,1561,1831
606919,1,1,1,2,,2,,5,1,,6069,19,13,4,5,70,931,3702
607005,4,4,0,2,,1,1,4,1,,6070,5,30,4,5,173,2042,4624
607105,2,5,1,1,1,1,1,3,1,,6071,5,2,1,1,11,139,2151
607201,2,5,2,1,1,1,1,3,1,,6072,1,9,1,4,49,656,3132
607306,2,3,1,2,,2,,2,1,,6073,6,4,4,6,21,228,784
607402,2,3,1,1,2,1,1,3,1,,6074,2,28,1,2,162,1867,1798
607508,3,5,1,1,1,1,1,6,1,,6075,8,28,3,2,159,1844,2105
607604,2,5,2,1,2,1,1,8,1,,6076,4,5,1,2,30,339,1541
607711,3,5,1,2,,1,2,3,1,,6077,11,21,4,5,118,1415,5024
607820,2,3,1,1,2,1,1,3,1,,6078,20,5,2,2,26,273,1479
607902,4,5,1,1,1,1,1,8,1,,6079,2,12,4,6,63,887,2678
608012,2,2,0,2,,2,,1,1,,6080,12,24,4,2,136,1588,1337
608104,2,3,1,2,,1,1,2,1,,6081,4,26,1,1,150,1746,2719
608209,1,2,1,2,,2,,2,1,,6082,9,20,4,6,111,1384,3206
608305,2,3,1,1,1,1,1,2,1,,6083,5,6,1,3,35,428,749
608401,2,2,1,1,1,1,1,6,1,,6084,1,28,1,2,162,1857,1952
608503,3,4,1,1,1,1,1,6,1,,6085,3,1,2,3,1,3,848
608601,4,5,1,1,2,2,,4,1,,6086,1,15,3,5,85,1053,10752
608712,3,4,0,2,,1,1,6,1,,6087,12,16,4,3,89,1113,3018
608802,2,5,1,2,,2,,2,1,,6088,2,22,1,3,127,1486,1953
608904,2,3,2,1,1,1,1,4,1,,6089,4,23,1,6,134,1573,2057
609003,3,6,2,1,1,1,1,5,1,,6090,3,28,1,2,164,1959,1904
609116,3,4,1,2,,1,2,4,1,,6091,16,22,3,3,123,1461,2454
609217,1,4,1,2,,2,,1,1,,6092,17,1,4,3,3,8,1437
609301,3,5,2,2,,2,,3,1,,6093,1,17,1,5,99,1206,1411
609413,2,2,1,1,1,1,1,2,1,,6094,13,27,4,6,154,1814,2660
609501,3,6,2,1,1,1,1,1,1,,6095,1,15,1,5,87,1098,11415
609613,1,2,1,2,,1,1,3,1,,6096,13,25,2,1,142,1676,2626
609705,3,6,1,1,1,1,2,4,1,,6097,5,29,2,5,166,1972,586
609819,4,5,1,2,,2,,7,1,,6098,19,10,4,1,52,773,1281
609902,1,3,1,2,,1,1,1,1,,6099,2,30,1,5,176,2077,5493
610004,1,1,0,2,,2,,3,1,,6100,4,20,4,6,111,1385,3030
610109,1,1,1,1,1,2,,1,1,,6101,9,20,2,6,110,1375,5038
610217,2,3,1,1,1,2,,4,1,,6102,17,3,2,1,12,143,609
610301,2,3,1,2,,2,,4,1,,6103,1,2,1,1,9,67,3508
610401,4,8,2,1,2,1,1,3,1,,6104,1,9,1,4,50,729,3014
610504,3,7,2,1,2,1,1,4,1,,6105,4,19,1,2,108,1348,3302
610605,1,3,1,2,,2,,1,1,,6106,5,3,1,1,17,184,703
610703,3,5,2,1,1,1,1,10,2,2,6107,3,15,1,5,85,1049,11347
610805,3,5,1,1,3,1,1,4,1,,6108,5,3,1,1,17,180,746
610917,2,3,0,2,,2,,4,1,,6109,17,24,4,2,136,1589,1281
611004,2,4,1,2,,1,1,4,1,,6110,4,24,1,2,139,1634,1295
611103,1,2,0,2,,2,,5,1,,6111,3,12,4,6,63,884,3037
611205,2,3,1,2,,1,1,6,1,,6112,5,23,1,6,133,1568,1491
611304,3,5,3,1,2,1,1,4,1,,6113,4,8,1,1,46,549,3082
611407,2,3,2,1,2,1,1,9,1,,6114,7,17,4,5,95,1154,485
611506,4,6,1,1,2,1,1,5,1,,6115,6,15,3,5,81,1018,5909
611602,3,4,1,2,,2,,4,1,,6116,2,7,1,6,40,466,3836
611718,3,5,1,1,1,1,2,3,1,,6117,18,14,4,3,77,969,10589
611803,1,1,1,1,1,2,,1,1,,6118,3,2,1,1,9,71,3257
611905,3,6,1,1,1,1,1,4,1,,6119,5,9,1,4,49,624,3913
612001,2,4,2,2,,1,1,2,1,,6120,1,8,1,1,45,521,3216
612102,1,2,1,1,1,2,,2,1,,6121,2,7,3,6,38,446,6693
612202,1,1,0,2,,2,,2,1,,6122,2,31,3,6,178,2084,2239
612306,2,4,1,2,,1,1,3,1,,6123,6,10,3,1,51,766,1365
612409,2,3,0,2,,2,,6,1,,6124,9,20,4,6,111,1378,4169
612502,1,4,2,1,1,1,1,2,1,,6125,2,18,4,3,101,1218,1072
612604,4,6,2,1,1,1,1,4,1,,6126,4,18,1,3,103,1228,1175
612711,1,1,1,2,,2,,2,1,,6127,11,27,3,6,153,1813,2357
612803,2,3,1,2,,1,1,5,1,,6128,3,23,1,6,132,1543,1579
612901,2,6,1,1,2,1,1,3,1,,6129,1,10,1,1,53,792,1205
613003,3,5,3,1,1,1,1,4,1,,6130,3,25,1,1,146,1732,2859
613114,2,6,2,1,2,1,2,4,1,,6131,14,16,2,3,88,1106,5935
613215,2,3,1,1,1,2,,6,1,,6132,15,27,3,6,153,1811,2396
613304,3,5,1,1,1,1,1,1,1,,6133,4,28,1,2,164,1957,1965
613411,4,7,1,1,2,1,1,5,1,,6134,11,1,4,3,3,8,1437
613501,2,3,1,2,,2,,2,1,,6135,1,17,4,5,96,1156,1044
613610,1,4,1,2,,2,,1,1,,6136,10,4,3,6,19,221,707
613703,2,3,1,2,,1,1,2,1,,6137,3,22,3,3,124,1464,6559
613802,2,3,1,1,1,2,,1,1,,6138,2,8,1,1,44,509,2701
613901,1,3,1,2,,1,1,1,1,,6139,1,2,1,1,11,126,3052
614002,1,4,2,2,,1,1,1,1,,6140,2,15,1,5,86,1082,9451
614103,4,6,3,1,2,1,1,4,1,,6141,3,21,1,5,122,1450,4811
614202,1,3,1,2,,1,1,1,1,,6142,2,21,1,5,122,1450,4811
614304,2,4,1,1,1,1,1,6,1,,6143,4,19,2,2,106,1259,3653
614405,3,7,4,1,2,1,1,4,1,,6144,5,19,1,2,108,1354,3243
614503,1,5,1,1,1,1,1,2,1,,6145,3,29,3,5,169,1993,1100
614602,2,3,1,2,,1,1,4,1,,6146,2,11,1,3,58,851,4712
614702,2,4,1,1,1,1,1,3,1,,6147,2,18,1,3,103,1227,1201
614802,2,4,2,1,2,1,1,4,1,,6148,2,8,1,1,44,491,3124
614915,2,5,1,1,2,1,1,4,1,,6149,15,31,4,6,180,2091,2598
615001,3,7,2,1,3,1,1,4,1,,6150,1,31,1,6,183,2110,2712
615104,1,1,1,2,,2,,4,1,,6151,4,29,3,5,169,1997,1038
615204,2,3,1,2,,1,1,4,1,,6152,4,9,1,4,48,598,2860
615301,2,4,1,2,,2,,1,1,,6153,1,9,1,4,48,593,3459
615404,1,3,3,1,1,1,1,1,1,,6154,4,4,1,6,25,269,771
615505,3,4,1,1,1,1,1,1,1,,6155,5,24,1,2,140,1671,1019
615604,2,7,1,2,,1,1,3,1,,6156,4,29,3,5,170,2029,865
615719,2,3,1,2,,1,1,4,1,,6157,19,27,3,6,153,1811,2396
615805,3,5,1,1,2,1,1,6,1,,6158,5,28,1,2,162,1891,1625
615904,3,5,2,1,2,1,1,3,1,,6159,4,3,1,1,18,203,800
616012,1,3,0,2,,2,,2,1,,6160,12,21,3,5,115,1404,6225
616113,2,4,0,1,1,2,,2,1,,6161,13,12,4,6,63,885,2839
616202,1,3,1,1,1,2,,2,1,,6162,2,5,2,2,29,308,1594
616304,3,7,2,1,1,1,1,2,1,,6163,4,18,1,3,103,1232,1097
616405,3,5,2,1,1,1,1,5,1,,6164,5,3,1,1,18,215,655
616510,3,5,1,2,,1,1,5,1,,6165,10,5,4,2,28,278,1371
616618,2,3,1,1,1,1,1,3,1,,6166,18,16,2,3,88,1110,4468
616720,3,4,1,2,,1,1,10,1,,6167,20,5,4,2,28,278,1371
616801,1,1,1,2,,2,,4,1,,6168,1,9,1,4,48,563,4587
616904,8,9,2,1,2,1,1,10,1,,6169,4,12,1,6,65,896,3493
617005,2,5,2,2,,1,1,2,1,,6170,5,19,1,2,106,1289,3018
617106,3,8,2,1,3,1,1,3,1,,6171,6,5,2,2,27,275,1555
617203,2,3,1,1,1,1,1,3,1,,6172,3,19,4,2,105,1250,2996
617302,2,5,1,2,,1,1,1,1,,6173,2,9,1,4,50,699,3527
617419,1,3,1,2,,1,1,2,1,,6174,19,27,4,6,155,1821,1493
617506,1,1,1,1,1,1,1,4,1,,6175,6,4,4,6,21,229,690
617605,2,4,2,1,2,1,1,2,1,,6176,5,20,1,6,114,1401,3180
617703,2,3,1,1,1,1,1,7,1,,6177,3,8,1,1,44,502,2777
617803,3,3,1,2,,1,1,6,1,,6178,3,12,1,6,65,900,2894
617904,2,4,2,1,1,2,,4,1,,6179,4,5,1,2,29,317,1538
618005,2,3,1,2,,1,1,4,1,,6180,5,28,1,2,161,1850,2147
618104,1,3,1,2,,1,1,4,1,,6181,4,9,1,4,49,636,3624
618203,2,3,1,2,,1,1,5,1,,6182,3,23,1,6,133,1568,1491
618302,5,7,2,1,2,1,1,10,1,,6183,2,29,3,5,165,1963,1595
618401,2,4,1,1,1,1,1,5,1,,6184,1,26,1,1,151,1764,2117
618507,1,2,0,2,,2,,6,1,,6185,7,12,4,6,63,884,3037
618602,2,3,1,2,,1,1,5,1,,6186,2,32,1,3,189,2160,1184
618713,2,4,1,1,2,1,1,4,1,,6187,13,8,2,1,42,480,3631
618810,2,4,1,1,1,2,,1,1,,6188,10,2,3,1,7,61,3848
618901,2,5,1,2,,1,1,3,1,,6189,1,9,1,4,50,690,3715
619019,2,4,1,1,1,2,,5,1,,6190,19,18,4,3,101,1215,1128
619103,2,4,1,1,1,1,1,4,1,,6191,3,9,1,4,49,643,3508
619205,1,3,2,2,,1,1,5,1,,6192,5,9,1,4,48,595,3299
619313,3,4,1,2,,1,1,4,1,,6193,13,27,4,6,155,1822,916
619402,2,4,1,2,,1,1,4,1,,6194,2,11,1,3,58,850,4776
619504,1,5,1,2,,2,,1,1,,6195,4,24,1,2,139,1628,1338
619602,1,6,2,2,,1,2,1,1,,6196,2,25,1,1,144,1690,2756
619701,3,6,2,1,1,1,1,5,1,,6197,1,22,3,3,124,1463,8536
619803,2,3,2,2,,1,1,4,2,2,6198,3,3,1,1,16,173,619
619903,2,4,1,1,2,1,1,4,1,,6199,3,8,1,1,45,518,3379
620001,2,4,1,2,,2,,1,1,,6200,1,10,1,1,53,780,1306
620105,2,4,1,1,1,1,1,2,1,,6201,5,21,1,5,122,1450,4811
620205,1,2,0,2,,1,1,4,1,,6202,5,9,1,4,49,675,1417
620307,1,2,0,2,,2,,5,1,,6203,7,20,4,6,111,1380,3726
620402,3,6,2,1,3,1,1,6,1,,6204,2,21,1,5,122,1455,4160
620501,1,3,1,2,,1,1,1,1,,6205,1,23,1,6,132,1543,1579
620612,2,2,0,1,1,2,,1,1,,6206,12,18,3,3,100,1211,1520
620704,2,4,1,1,2,1,1,4,1,,6207,4,28,1,2,163,1937,1709
620813,2,4,1,1,1,2,,5,1,,6208,13,10,4,1,52,768,1450
620903,2,5,1,1,1,1,1,1,1,,6209,3,15,1,5,86,1068,12827
621003,2,3,1,1,1,1,1,4,1,,6210,3,21,2,5,122,1458,1444
621117,1,7,1,1,2,1,1,4,1,,6211,17,30,2,5,172,2035,8713
621201,3,5,1,1,1,1,1,4,1,,6212,1,21,1,5,121,1442,3818
621304,3,5,1,1,1,1,1,4,1,,6213,4,29,3,5,169,1996,1076
621415,2,3,0,2,,2,,5,1,,6214,15,24,4,2,137,1599,1009
621518,1,2,1,2,,2,,2,1,,6215,18,31,3,6,178,2084,2239
621618,2,3,1,1,1,1,2,1,1,,6216,18,3,4,1,14,148,833
621706,2,4,1,2,,2,,2,1,,6217,6,20,4,6,111,1384,3206
621803,3,4,2,1,1,1,1,5,1,,6218,3,6,1,3,36,437,666
621904,3,4,1,1,1,1,1,3,1,,6219,4,10,1,1,54,798,1396
622001,2,3,2,1,1,1,1,3,1,,6220,1,11,1,3,58,851,4712
622110,3,4,2,2,,1,1,5,1,,6221,10,27,4,6,154,1816,2554
622204,2,3,1,2,,1,1,2,1,,6222,4,17,1,5,97,1175,1472
622312,2,3,2,2,,2,,5,2,2,6223,12,11,2,3,56,833,4741
622420,2,2,0,2,,2,,4,1,,6224,20,16,4,3,90,1116,3460
622503,3,6,1,2,,1,1,4,1,,6225,3,17,1,5,98,1190,1362
622619,1,5,1,2,,2,,1,1,,6226,19,5,2,2,27,276,1431
622713,1,5,1,2,,2,,2,1,,6227,13,6,2,3,32,393,610
622801,3,5,1,1,1,1,1,4,1,,6228,1,9,1,4,48,573,4109
622904,3,6,2,1,3,1,1,4,2,2,6229,4,28,1,2,162,1880,1686
623001,2,2,1,1,1,1,1,5,1,,6230,1,2,1,1,10,111,2857
623115,4,8,2,1,2,1,1,1,1,,6231,15,18,3,3,100,1214,1363
623201,3,5,1,1,1,1,1,5,1,,6232,1,32,4,3,187,2144,1720
623304,2,3,2,1,2,1,1,3,1,,6233,4,16,1,3,91,1119,4419
623405,2,5,1,1,2,1,1,3,1,,6234,5,9,1,4,50,715,3333
623504,3,6,1,1,1,1,1,7,1,,6235,4,8,1,1,44,499,2863
623602,3,8,2,2,,1,1,6,1,,6236,2,23,1,6,132,1537,1731
623714,3,4,2,1,1,1,1,4,1,,6237,14,24,2,2,135,1585,1797
623802,3,4,1,2,,1,1,3,1,,6238,2,2,1,1,10,116,2816
623904,1,6,2,1,2,1,1,2,1,,6239,4,26,1,1,151,1789,1662
624001,2,3,1,2,,2,,1,1,,6240,1,5,1,2,29,306,1608
624103,2,4,1,1,1,1,1,2,1,,6241,3,3,1,1,17,186,691
