"LLAVESDE","LLAVEVIV","LLAVEHOG","PAREN","SEXO","EDAD","NIV","GRA","FOLIO","VIV_SEL","HOGAR","N_REN","TLOC","REGION","EST_DIS","UPM_DIS","FAC_HOG"
"0009703101","0009703","00097031","1","1","78","02","6","00097","03","1","01","1","2","138","01604",1399
"0009703102","0009703","00097031","2","2","68","","","00097","03","1","02","1","2","138","01604",1399
"0009703103","0009703","00097031","3","1","36","","","00097","03","1","03","1","2","138","01604",1399
"0009703104","0009703","00097031","5","2","35","","","00097","03","1","04","1","2","138","01604",1399
"0009703105","0009703","00097031","4","2","16","","","00097","03","1","05","1","2","138","01604",1399
"0009703106","0009703","00097031","4","1","14","","","00097","03","1","06","1","2","138","01604",1399
"0009703107","0009703","00097031","4","2","01","","","00097","03","1","07","1","2","138","01604",1399
"0009816101","0009816","00098161","1","2","43","08","3","00098","16","1","01","2","6","110","01375",5038
"0009816102","0009816","00098161","3","2","19","","","00098","16","1","02","2","6","110","01375",5038
"0009904101","0009904","00099041","1","1","50","03","3","00099","04","1","01","4","6","155","01818",1651
"0010001101","0010001","00100011","1","2","59","02","6","00100","01","1","01","2","5","081","01014",20259
"0010001102","0010001","00100011","3","1","24","","","00100","01","1","02","2","5","081","01014",20259
"0010103101","0010103","00101031","1","1","48","06","3","00101","03","1","01","1","2","139","01641",1237
"0010103102","0010103","00101031","2","2","54","","","00101","03","1","02","1","2","139","01641",1237
"0010103103","0010103","00101031","3","1","16","","","00101","03","1","03","1","2","139","01641",1237
"0010203101","0010203","00102031","1","2","52","03","3","00102","03","1","01","1","5","086","01089",2758
"0010203102","0010203","00102031","3","1","28","","","00102","03","1","02","1","5","086","01089",2758
"0010203103","0010203","00102031","3","1","23","","","00102","03","1","03","1","5","086","01089",2758
"0010305101","0010305","00103051","1","1","70","03","3","00103","05","1","01","1","6","023","00245",744
"0010305102","0010305","00103051","3","2","47","","","00103","05","1","02","1","6","023","00245",744
"0010305103","0010305","00103051","4","2","16","","","00103","05","1","03","1","6","023","00245",744
"0010305104","0010305","00103051","4","1","13","","","00103","05","1","04","1","6","023","00245",744
"0010405101","0010405","00104051","1","2","18","06","3","00104","05","1","01","1","4","049","00658",3100
"0010502101","0010502","00105021","1","2","80","00","0","00105","02","1","01","1","2","030","00357",1426
"0010602101","0010602","00106021","1","1","39","06","3","00106","02","1","01","1","2","030","00356",1435
"0010602102","0010602","00106021","2","2","39","","","00106","02","1","02","1","2","030","00356",1435
"0010602103","0010602","00106021","3","2","05","","","00106","02","1","03","1","2","030","00356",1435
"0010709101","0010709","00107091","1","1","39","03","1","00107","09","1","01","2","1","147","01736",2632
"0010709102","0010709","00107091","2","2","38","","","00107","09","1","02","2","1","147","01736",2632
"0010709103","0010709","00107091","3","1","19","","","00107","09","1","03","2","1","147","01736",2632
"0010709104","0010709","00107091","3","1","16","","","00107","09","1","04","2","1","147","01736",2632
"0010804101","0010804","00108041","1","1","49","08","4","00108","04","1","01","1","4","050","00754",1844
"0010804102","0010804","00108041","2","2","45","","","00108","04","1","02","1","4","050","00754",1844
"0010804103","0010804","00108041","3","2","16","","","00108","04","1","03","1","4","050","00754",1844
"0010911101","0010911","00109111","1","2","67","02","3","00109","11","1","01","3","3","056","00830",5624
"0011005101","0011005","00110051","1","1","36","03","3","00110","05","1","01","1","1","045","00521",3216
"0011005102","0011005","00110051","2","2","30","","","00110","05","1","02","1","1","045","00521",3216
"0011005103","0011005","00110051","3","2","11","","","00110","05","1","03","1","1","045","00521",3216
"0011005104","0011005","00110051","3","1","04","","","00110","05","1","04","1","1","045","00521",3216
"0011005105","0011005","00110051","3","2","01","","","00110","05","1","05","1","1","045","00521",3216
"0011102101","0011102","00111021","1","1","34","03","3","00111","02","1","01","1","3","103","01239",952
"0011102102","0011102","00111021","2","2","33","","","00111","02","1","02","1","3","103","01239",952
"0011102103","0011102","00111021","3","1","11","","","00111","02","1","03","1","3","103","01239",952
"0011102104","0011102","00111021","3","2","00","","","00111","02","1","04","1","3","103","01239",952
"0011102105","0011102","00111021","3","1","15","","","00111","02","1","05","1","3","103","01239",952
"0011201101","0011201","00112011","1","1","51","02","2","00112","01","1","01","4","3","077","00969",10589
"0011201102","0011201","00112011","2","2","48","","","00112","01","1","02","4","3","077","00969",10589
"0011201103","0011201","00112011","3","2","06","","","00112","01","1","03","4","3","077","00969",10589
"0011305101","0011305","00113051","1","1","33","06","3","00113","05","1","01","1","3","078","00981",8739
"0011305201","0011305","00113052","1","1","38","07","4","00113","05","2","01","1","3","078","00981",8739
"0011305301","0011305","00113053","1","1","32","06","3","00113","05","3","01","1","3","078","00981",8739
"0011401101","0011401","00114011","1","1","51","03","2","00114","01","1","01","3","2","138","01607",1334
"0011401102","0011401","00114011","2","2","49","","","00114","01","1","02","3","2","138","01607",1334
"0011401103","0011401","00114011","3","1","28","","","00114","01","1","03","3","2","138","01607",1334
"0011401104","0011401","00114011","5","2","25","","","00114","01","1","04","3","2","138","01607",1334
"0011401105","0011401","00114011","3","2","22","","","00114","01","1","05","3","2","138","01607",1334
"0011401106","0011401","00114011","4","1","05","","","00114","01","1","06","3","2","138","01607",1334
"0011501101","0011501","00115011","1","1","48","03","3","00115","01","1","01","1","5","085","01029",15501
"0011501102","0011501","00115011","2","2","46","","","00115","01","1","02","1","5","085","01029",15501
"0011501103","0011501","00115011","3","1","27","","","00115","01","1","03","1","5","085","01029",15501
"0011501104","0011501","00115011","3","1","14","","","00115","01","1","04","1","5","085","01029",15501
"0011501105","0011501","00115011","3","2","10","","","00115","01","1","05","1","5","085","01029",15501
"0011501106","0011501","00115011","3","2","12","","","00115","01","1","06","1","5","085","01029",15501
"0011601101","0011601","00116011","1","1","52","02","6","00116","01","1","01","4","5","071","00938",2501
"0011601102","0011601","00116011","2","2","48","","","00116","01","1","02","4","5","071","00938",2501
"0011601103","0011601","00116011","3","2","14","","","00116","01","1","03","4","5","071","00938",2501
"0011710101","0011710","00117101","1","1","30","06","3","00117","10","1","01","3","3","088","01108",4784
"0011710102","0011710","00117101","2","2","29","","","00117","10","1","02","3","3","088","01108",4784
"0011710103","0011710","00117101","3","2","07","","","00117","10","1","03","3","3","088","01108",4784
"0011710104","0011710","00117101","3","2","03","","","00117","10","1","04","3","3","088","01108",4784
"0011710105","0011710","00117101","3","1","01","","","00117","10","1","05","3","3","088","01108",4784
"0011806101","0011806","00118061","1","1","26","08","5","00118","06","1","01","2","6","153","01812",2385
"0011806102","0011806","00118061","2","2","27","","","00118","06","1","02","2","6","153","01812",2385
"0011904101","0011904","00119041","1","1","31","08","4","00119","04","1","01","1","2","029","00282",1851
"0011904102","0011904","00119041","2","2","28","","","00119","04","1","02","1","2","029","00282",1851
"0011904103","0011904","00119041","3","2","09","","","00119","04","1","03","1","2","029","00282",1851
"0011904104","0011904","00119041","3","2","09","","","00119","04","1","04","1","2","029","00282",1851
"0011904105","0011904","00119041","3","2","11","","","00119","04","1","05","1","2","029","00282",1851
"0012001101","0012001","00120011","1","1","38","08","4","00120","01","1","01","1","2","163","01942",1708
"0012001102","0012001","00120011","2","2","34","","","00120","01","1","02","1","2","163","01942",1708
"0012001103","0012001","00120011","3","1","10","","","00120","01","1","03","1","2","163","01942",1708
"0012001104","0012001","00120011","3","1","06","","","00120","01","1","04","1","2","163","01942",1708
"0012001105","0012001","00120011","5","1","26","","","00120","01","1","05","1","2","163","01942",1708
"0012001106","0012001","00120011","5","2","59","","","00120","01","1","06","1","2","163","01942",1708
"0012113101","0012113","00121131","1","2","79","02","2","00121","13","1","01","2","5","067","00923",1581
"0012113102","0012113","00121131","3","2","49","","","00121","13","1","02","2","5","067","00923",1581
"0012113103","0012113","00121131","4","2","23","","","00121","13","1","03","2","5","067","00923",1581
"0012113104","0012113","00121131","4","2","17","","","00121","13","1","04","2","5","067","00923",1581
"0012113105","0012113","00121131","4","1","12","","","00121","13","1","05","2","5","067","00923",1581
"0012215101","0012215","00122151","1","1","68","00","0","00122","15","1","01","2","1","042","00480",3631
"0012215102","0012215","00122151","2","2","63","","","00122","15","1","02","2","1","042","00480",3631
"0012304101","0012304","00123041","1","1","39","03","3","00123","04","1","01","2","5","085","01041",12342
"0012304102","0012304","00123041","2","2","39","","","00123","04","1","02","2","5","085","01041",12342
"0012304103","0012304","00123041","3","1","23","","","00123","04","1","03","2","5","085","01041",12342
"0012304104","0012304","00123041","3","1","21","","","00123","04","1","04","2","5","085","01041",12342
"0012304105","0012304","00123041","3","1","12","","","00123","04","1","05","2","5","085","01041",12342
"0012404101","0012404","00124041","1","2","63","06","3","00124","04","1","01","1","1","145","01720",1138
"0012404102","0012404","00124041","2","1","65","","","00124","04","1","02","1","1","145","01720",1138
"0012505101","0012505","00125051","1","1","55","07","3","00125","05","1","01","1","1","152","01797",2217
"0012602101","0012602","00126021","1","2","48","07","3","00126","02","1","01","1","1","044","00504",2767
"0012714101","0012714","00127141","1","1","67","02","3","00127","14","1","01","4","5","083","01024",5447
"0012714102","0012714","00127141","2","2","64","","","00127","14","1","02","4","5","083","01024",5447
"0012714103","0012714","00127141","3","1","45","","","00127","14","1","03","4","5","083","01024",5447
"0012714104","0012714","00127141","3","1","29","","","00127","14","1","04","4","5","083","01024",5447
"0012714105","0012714","00127141","5","2","24","","","00127","14","1","05","4","5","083","01024",5447
"0012714106","0012714","00127141","4","1","05","","","00127","14","1","06","4","5","083","01024",5447
"0012805101","0012805","00128051","1","2","43","03","3","00128","05","1","01","1","3","035","00420",813
"0012904101","0012904","00129041","1","2","52","03","3","00129","04","1","01","1","1","146","01728",3474
"0012904102","0012904","00129041","3","1","32","","","00129","04","1","02","1","1","146","01728",3474
"0012904103","0012904","00129041","6","2","24","","","00129","04","1","03","1","1","146","01728",3474
"0012904104","0012904","00129041","4","1","03","","","00129","04","1","04","1","1","146","01728",3474
"0013002101","0013002","00130021","1","1","40","03","3","00130","02","1","01","1","6","023","00246",730
"0013002102","0013002","00130021","2","2","39","","","00130","02","1","02","1","6","023","00246",730
"0013002103","0013002","00130021","3","1","13","","","00130","02","1","03","1","6","023","00246",730
"0013105101","0013105","00131051","1","2","32","08","4","00131","05","1","01","1","1","046","00538",3159
"0013105102","0013105","00131051","2","1","36","","","00131","05","1","02","1","1","046","00538",3159
"0013105103","0013105","00131051","3","2","02","","","00131","05","1","03","1","1","046","00538",3159
"0013208101","0013208","00132081","1","1","59","00","0","00132","08","1","01","4","6","111","01385",3030
"0013208102","0013208","00132081","2","2","50","","","00132","08","1","02","4","6","111","01385",3030
"0013208103","0013208","00132081","5","1","48","","","00132","08","1","03","4","6","111","01385",3030
